Category ID,Commission Tier ID,Tier Name
2221,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2222,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2226,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2227,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2241,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2243,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2245,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2254,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2257,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2258,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2266,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2267,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2268,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2281,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2288,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2291,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2293,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2295,9ccfe96b-0cfa-4086-819c-db90e39c51ee,Toys & Games
2296,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2297,9ccfe96b-0cfa-4086-819c-db90e39c51ee,Toys & Games
2303,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2304,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2305,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2306,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2307,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2308,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2309,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2310,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2311,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2312,9ccfe96b-0cfa-4086-819c-db90e39c51ee,Toys & Games
2313,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2314,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2316,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2318,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2320,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2322,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2323,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2325,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2326,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2331,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2335,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2336,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2337,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2338,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2339,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2341,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2342,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2343,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2344,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2348,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2349,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2350,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2351,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2361,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2367,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2368,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2370,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2371,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2373,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2382,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2384,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2385,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2387,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2389,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2390,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2391,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2393,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2395,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2396,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2397,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2398,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2399,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2400,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2401,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2402,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2403,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2404,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2405,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2406,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2407,9ccfe96a-6a76-4522-8337-bea4f660a8ce,Consumer Electronics
2408,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2409,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2411,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2412,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2413,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2415,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2416,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2418,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2424,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2430,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2431,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2432,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2435,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2436,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2437,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2438,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2443,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2444,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2445,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2446,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2452,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2454,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2455,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2456,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2457,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2458,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2459,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2460,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2461,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2464,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2466,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2468,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2469,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2474,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2475,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2480,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2481,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2482,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2483,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2484,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2485,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2486,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2487,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2489,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2491,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2492,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2493,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2494,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2499,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2505,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2506,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2508,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2509,9ccfe96a-408c-46a5-80ac-ad11c306a59b,Large Appliances
2511,9ccfe96a-408c-46a5-80ac-ad11c306a59b,Large Appliances
2512,9ccfe96a-408c-46a5-80ac-ad11c306a59b,Large Appliances
2513,9ccfe96a-408c-46a5-80ac-ad11c306a59b,Large Appliances
2515,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2516,9ccfe96a-408c-46a5-80ac-ad11c306a59b,Large Appliances
2523,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2524,9ccfe96a-408c-46a5-80ac-ad11c306a59b,Large Appliances
2529,9ccfe96a-408c-46a5-80ac-ad11c306a59b,Large Appliances
2534,9ccfe96a-408c-46a5-80ac-ad11c306a59b,Large Appliances
2539,9ccfe96a-408c-46a5-80ac-ad11c306a59b,Large Appliances
2544,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2545,9ccfe96a-408c-46a5-80ac-ad11c306a59b,Large Appliances
2552,9ccfe96a-408c-46a5-80ac-ad11c306a59b,Large Appliances
2558,9ccfe96a-408c-46a5-80ac-ad11c306a59b,Large Appliances
2563,9ccfe96a-408c-46a5-80ac-ad11c306a59b,Large Appliances
2569,9ccfe96a-408c-46a5-80ac-ad11c306a59b,Large Appliances
2570,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2575,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2576,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2577,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2578,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2579,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2582,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2584,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2585,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2586,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2588,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2595,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2596,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2599,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2601,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2602,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2605,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2606,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2607,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2608,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2609,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2610,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2611,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2612,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2613,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2614,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2615,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2616,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2617,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2618,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2619,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2620,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2621,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2622,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2623,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2624,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2625,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2626,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2627,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2628,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2629,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2630,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2631,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2632,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2633,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2634,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2635,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2636,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2637,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2638,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2639,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2640,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2641,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2642,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2643,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2644,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2645,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2646,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2647,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2648,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2649,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2650,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2651,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2652,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2653,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2654,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2655,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2656,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2657,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2658,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2659,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2660,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2661,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2662,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2663,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2665,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2667,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2668,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2669,9ccfe96a-49ad-472d-95fb-3029dee54069,"Arts, Crafts & Sewing"
2672,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2673,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2674,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2675,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2676,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2677,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2678,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2679,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2680,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2682,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2683,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2684,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2685,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2686,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2687,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2688,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2689,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2690,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2691,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2692,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2693,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2694,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2695,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2696,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2697,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2698,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2699,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2700,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2701,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2702,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2703,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2704,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2705,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2706,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2707,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2708,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2709,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2710,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2711,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2712,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2713,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2714,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2715,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2716,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2717,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2718,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2719,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2720,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2721,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2722,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2723,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2724,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2725,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2726,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2727,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2728,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2729,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2730,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2731,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2732,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2733,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2734,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2735,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2736,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2737,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2738,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2739,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2740,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2741,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2742,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2743,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2744,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2745,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2746,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2748,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2753,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2754,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2755,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2758,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2759,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2760,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2761,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2762,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2763,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2764,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2765,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2766,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2769,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2770,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2771,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2772,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2773,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2774,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
2775,d2722109-c832-45ba-a1cd-28523c319250,Standard Selling Fee
