sku,opc,queue_id,state_when_reported
108465079033,,,Awaiting OnBuy go-live (created earlier - listing not yet up
108467404963,,,Awaiting OnBuy go-live (created earlier - listing not yet up
108516243734,,,Awaiting OnBuy go-live (created earlier - listing not yet up
108552516687,,,Awaiting OnBuy go-live (created earlier - listing not yet up
108552667372,,,Awaiting OnBuy go-live (created earlier - listing not yet up
108553197762,,,Awaiting OnBuy go-live (created earlier - listing not yet up
108644686120,,,Awaiting OnBuy go-live (created earlier - listing not yet up
108715637273,,,Awaiting OnBuy go-live (created earlier - listing not yet up
108768683050,,,Awaiting OnBuy go-live (created earlier - listing not yet up
108829235518,,,Awaiting OnBuy go-live (created earlier - listing not yet up
108838239552,,,Awaiting OnBuy go-live (created earlier - listing not yet up
108871873812,,,Awaiting OnBuy go-live (created earlier - listing not yet up
108872088949,,,Awaiting OnBuy go-live (created earlier - listing not yet up
108902515940,,,Awaiting OnBuy go-live (created earlier - listing not yet up
108918649257,,,Awaiting OnBuy go-live (created earlier - listing not yet up
109026308210,,,Awaiting OnBuy go-live (created earlier - listing not yet up
109075226619,,,Awaiting OnBuy go-live (created earlier - listing not yet up
109134454441,,,Awaiting OnBuy go-live (created earlier - listing not yet up
109135778966,,,Awaiting OnBuy go-live (created earlier - listing not yet up
109157333860,,,Awaiting OnBuy go-live (created earlier - listing not yet up
109238427082,,,Awaiting OnBuy go-live (created earlier - listing not yet up
109247769739,,,Awaiting OnBuy go-live (created earlier - listing not yet up
109310832568,,,Awaiting OnBuy go-live (created earlier - listing not yet up
109325782117,,,Awaiting OnBuy go-live (created earlier - listing not yet up
109345686808,,,Awaiting OnBuy go-live (created earlier - listing not yet up
109346516739,,,Awaiting OnBuy go-live (created earlier - listing not yet up
109396009250,,,Awaiting OnBuy go-live (created earlier - listing not yet up
109455348467,,,Awaiting OnBuy go-live (created earlier - listing not yet up
109505590891,,,Awaiting OnBuy go-live (created earlier - listing not yet up
109547072348,,,Awaiting OnBuy go-live (created earlier - listing not yet up
109553377475,,,Awaiting OnBuy go-live (created earlier - listing not yet up
109566647114,,,Awaiting OnBuy go-live (created earlier - listing not yet up
109581290982,,,Synced
109596496416,,,Awaiting OnBuy go-live (created earlier - listing not yet up
109615182047,,,Awaiting OnBuy go-live (created earlier - listing not yet up
109668420059,,,Awaiting OnBuy go-live (created earlier - listing not yet up
109738830696,,,Awaiting OnBuy go-live (created earlier - listing not yet up
109751217023,,,Awaiting OnBuy go-live (created earlier - listing not yet up
109757261471,,,Awaiting OnBuy go-live (created earlier - listing not yet up
109765913904,,,Awaiting OnBuy go-live (created earlier - listing not yet up
109776777427,,,Awaiting OnBuy go-live (created earlier - listing not yet up
109887197718,,,Awaiting OnBuy go-live (created earlier - listing not yet up
109989156903,,,Awaiting OnBuy go-live (created earlier - listing not yet up
110049952953,,,Awaiting OnBuy go-live (created earlier - listing not yet up
110081092532,,,Awaiting OnBuy go-live (created earlier - listing not yet up
110147702665,,,Awaiting OnBuy go-live (created earlier - listing not yet up
110161484271,,,Synced
110269573273,,,Awaiting OnBuy go-live (created earlier - listing not yet up
110319211322,,,Awaiting OnBuy go-live (created earlier - listing not yet up
112128601011,,,Synced
112161534246,,,Awaiting OnBuy go-live (created earlier - listing not yet up
112491841274,,,Awaiting OnBuy go-live (created earlier - listing not yet up
112549404994,,,Awaiting OnBuy go-live (created earlier - listing not yet up
112576770567,,,Awaiting OnBuy go-live (created earlier - listing not yet up
112609021260,,,Awaiting OnBuy go-live (created earlier - listing not yet up
112683537084,,,Awaiting OnBuy go-live (created earlier - listing not yet up
112746847730,,,Awaiting OnBuy go-live (created earlier - listing not yet up
112776092582,,,Awaiting OnBuy go-live (created earlier - listing not yet up
112816974250,,,Synced
112824621702,,,Awaiting OnBuy go-live (created earlier - listing not yet up
112854310034,,,Awaiting OnBuy go-live (created earlier - listing not yet up
112902731613,,,Awaiting OnBuy go-live (created earlier - listing not yet up
112919130577,,,Awaiting OnBuy go-live (created earlier - listing not yet up
112927003931,,,Awaiting OnBuy go-live (created earlier - listing not yet up
112963534307,,,Awaiting OnBuy go-live (created earlier - listing not yet up
112984425110,,,Awaiting OnBuy go-live (created earlier - listing not yet up
112997705766,,,Awaiting OnBuy go-live (created earlier - listing not yet up
112998218906,,,Synced
113096047689,,,Awaiting OnBuy go-live (created earlier - listing not yet up
113137344302,,,Awaiting OnBuy go-live (created earlier - listing not yet up
113155940951,,,Awaiting OnBuy go-live (created earlier - listing not yet up
113162927297,,,Awaiting OnBuy go-live (created earlier - listing not yet up
113222033487,,,Awaiting OnBuy go-live (created earlier - listing not yet up
113226883521,,,Awaiting OnBuy go-live (created earlier - listing not yet up
113250635974,,,Awaiting OnBuy go-live (created earlier - listing not yet up
113282786293,,,Awaiting OnBuy go-live (created earlier - listing not yet up
113367426953,,,Awaiting OnBuy go-live (created earlier - listing not yet up
113405664033,,,Awaiting OnBuy go-live (created earlier - listing not yet up
113463868565,,,Awaiting OnBuy go-live (created earlier - listing not yet up
113464850804,,,Awaiting OnBuy go-live (created earlier - listing not yet up
113539098537,,,Awaiting OnBuy go-live (created earlier - listing not yet up
113572029840,,,Awaiting OnBuy go-live (created earlier - listing not yet up
113603757438,,,Awaiting OnBuy go-live (created earlier - listing not yet up
113633151848,,,Awaiting OnBuy go-live (created earlier - listing not yet up
113651755264,,,Awaiting OnBuy go-live (created earlier - listing not yet up
113765665404,,,Awaiting OnBuy go-live (created earlier - listing not yet up
113787713367,,,Awaiting OnBuy go-live (created earlier - listing not yet up
113868546327,,,Awaiting OnBuy go-live (created earlier - listing not yet up
113962161785,,,Synced
114152852216,,,Awaiting OnBuy go-live (created earlier - listing not yet up
114171318083,,,Synced
114191924400,,,Awaiting OnBuy go-live (created earlier - listing not yet up
114221515165,,,Awaiting OnBuy go-live (created earlier - listing not yet up
114260351212,,,Awaiting OnBuy go-live (created earlier - listing not yet up
102505435322,,,Awaiting OnBuy go-live (created earlier - listing not yet up
103531959646,,,Awaiting OnBuy go-live (created earlier - listing not yet up
103671801676,,,Awaiting OnBuy go-live (created earlier - listing not yet up
103722022159,,,Awaiting OnBuy go-live (created earlier - listing not yet up
103843267750,,,Awaiting OnBuy go-live (created earlier - listing not yet up
103965670858,,,Awaiting OnBuy go-live (created earlier - listing not yet up
104018649173,,,Awaiting OnBuy go-live (created earlier - listing not yet up
104227061063,,,Awaiting OnBuy go-live (created earlier - listing not yet up
104283887027,,,Synced
104310711387,,,Awaiting OnBuy go-live (created earlier - listing not yet up
104562545211,,,Awaiting OnBuy go-live (created earlier - listing not yet up
104686783896,,,Awaiting OnBuy go-live (created earlier - listing not yet up
104732331903,,,Awaiting OnBuy go-live (created earlier - listing not yet up
104763397794,,,Awaiting OnBuy go-live (created earlier - listing not yet up
105026793209,,,Awaiting OnBuy go-live (created earlier - listing not yet up
105087725416,,,Awaiting OnBuy go-live (created earlier - listing not yet up
105177810800,,,Awaiting OnBuy go-live (created earlier - listing not yet up
105377774421,,,Awaiting OnBuy go-live (created earlier - listing not yet up
105989498821,,,Awaiting OnBuy go-live (created earlier - listing not yet up
106276978460,,,Awaiting OnBuy go-live (created earlier - listing not yet up
106286891001,,,Awaiting OnBuy go-live (created earlier - listing not yet up
106657028203,,,Awaiting OnBuy go-live (created earlier - listing not yet up
107581664970,,,Awaiting OnBuy go-live (created earlier - listing not yet up
107665937150,,,Awaiting OnBuy go-live (created earlier - listing not yet up
107833780700,,,Awaiting OnBuy go-live (created earlier - listing not yet up
116840464596,,,Awaiting OnBuy go-live (created earlier - listing not yet up
117095753213,,,Synced
119464320729,,,Awaiting OnBuy go-live (created earlier - listing not yet up
119593300210,,,Awaiting OnBuy go-live (created earlier - listing not yet up
119602147416,,,Awaiting OnBuy go-live (created earlier - listing not yet up
120395493161,,,Synced
120470519670,,,Synced
120757845485,,,Awaiting OnBuy go-live (created earlier - listing not yet up
123375263969,,,Awaiting OnBuy go-live (created earlier - listing not yet up
123489261684,,,Awaiting OnBuy go-live (created earlier - listing not yet up
123581968214,,,Awaiting OnBuy go-live (created earlier - listing not yet up
123603323922,,,Awaiting OnBuy go-live (created earlier - listing not yet up
123704054268,,,Awaiting OnBuy go-live (created earlier - listing not yet up
123758354925,,,Awaiting OnBuy go-live (created earlier - listing not yet up
123803213061,,,Awaiting OnBuy go-live (created earlier - listing not yet up
124564678960,,,Awaiting OnBuy go-live (created earlier - listing not yet up
125935067802,,,Awaiting OnBuy go-live (created earlier - listing not yet up
114901385668,,,Awaiting OnBuy go-live (created earlier - listing not yet up
100538255184,,,Awaiting OnBuy go-live (created earlier - listing not yet up
101412024544,,,Awaiting OnBuy go-live (created earlier - listing not yet up
102946253578,,,Awaiting OnBuy go-live (created earlier - listing not yet up
103704410134,,,Awaiting OnBuy go-live (created earlier - listing not yet up
104249490803,,,Awaiting OnBuy go-live (created earlier - listing not yet up
105644295512,,,Awaiting OnBuy go-live (created earlier - listing not yet up
114470164572,,,Awaiting OnBuy go-live (created earlier - listing not yet up
114619700463,,,Awaiting OnBuy go-live (created earlier - listing not yet up
115112933358,,,Awaiting OnBuy go-live (created earlier - listing not yet up
115223373753,,,Awaiting OnBuy go-live (created earlier - listing not yet up
116130690308,,,Awaiting OnBuy go-live (created earlier - listing not yet up
116325182335,,,Awaiting OnBuy go-live (created earlier - listing not yet up
116406678009,,,Awaiting OnBuy go-live (created earlier - listing not yet up
116538860358,,,Awaiting OnBuy go-live (created earlier - listing not yet up
117095772856,,,Awaiting OnBuy go-live (created earlier - listing not yet up
117174051520,,,Awaiting OnBuy go-live (created earlier - listing not yet up
117257028357,,,Awaiting OnBuy go-live (created earlier - listing not yet up
118557155118,,,Awaiting OnBuy go-live (created earlier - listing not yet up
118935520156,,,Awaiting OnBuy go-live (created earlier - listing not yet up
118940881396,,,Awaiting OnBuy go-live (created earlier - listing not yet up
119165562435,,,Awaiting OnBuy go-live (created earlier - listing not yet up
120492296467,,,Awaiting OnBuy go-live (created earlier - listing not yet up
120843540607,,,Awaiting OnBuy go-live (created earlier - listing not yet up
122815422713,,,Awaiting OnBuy go-live (created earlier - listing not yet up
123308415779,,,Awaiting OnBuy go-live (created earlier - listing not yet up
123897786960,,,Awaiting OnBuy go-live (created earlier - listing not yet up
124770044719,,,Awaiting OnBuy go-live (created earlier - listing not yet up
125512538343,,,Awaiting OnBuy go-live (created earlier - listing not yet up
125739472147,,,Awaiting OnBuy go-live (created earlier - listing not yet up
125903792675,,,Awaiting OnBuy go-live (created earlier - listing not yet up
126238222790,,,Awaiting OnBuy go-live (created earlier - listing not yet up
127029315165,,,Awaiting OnBuy go-live (created earlier - listing not yet up
128110247082,,,Awaiting OnBuy go-live (created earlier - listing not yet up
128253481220,,,Awaiting OnBuy go-live (created earlier - listing not yet up
128438204293,,,Awaiting OnBuy go-live (created earlier - listing not yet up
128753908371,,,Awaiting OnBuy go-live (created earlier - listing not yet up
129685954047,,,Awaiting OnBuy go-live (created earlier - listing not yet up
129735066256,,,Awaiting OnBuy go-live (created earlier - listing not yet up
129896794111,,,Awaiting OnBuy go-live (created earlier - listing not yet up
130604182007,,,Awaiting OnBuy go-live (created earlier - listing not yet up
131397746094,,,Awaiting OnBuy go-live (created earlier - listing not yet up
132575747803,,,Awaiting OnBuy go-live (created earlier - listing not yet up
133665689553,,,Awaiting OnBuy go-live (created earlier - listing not yet up
136195513459,,,Awaiting OnBuy go-live (created earlier - listing not yet up
136787127606,,,Awaiting OnBuy go-live (created earlier - listing not yet up
136972612801,,,Awaiting OnBuy go-live (created earlier - listing not yet up
137420009044,,,Awaiting OnBuy go-live (created earlier - listing not yet up
137667082244,,,Awaiting OnBuy go-live (created earlier - listing not yet up
138070169850,,,Awaiting OnBuy go-live (created earlier - listing not yet up
138179317848,,,Awaiting OnBuy go-live (created earlier - listing not yet up
138321446242,,,Awaiting OnBuy go-live (created earlier - listing not yet up
139834247463,,,Awaiting OnBuy go-live (created earlier - listing not yet up
141493949497,,,Awaiting OnBuy go-live (created earlier - listing not yet up
142397904001,,,Awaiting OnBuy go-live (created earlier - listing not yet up
143349857475,,,Awaiting OnBuy go-live (created earlier - listing not yet up
146359785875,,,Awaiting OnBuy go-live (created earlier - listing not yet up
147264719207,,,Awaiting OnBuy go-live (created earlier - listing not yet up
148156366479,,,Awaiting OnBuy go-live (created earlier - listing not yet up
148175640468,,,Awaiting OnBuy go-live (created earlier - listing not yet up
148785580314,,,Awaiting OnBuy go-live (created earlier - listing not yet up
149375317761,,,Awaiting OnBuy go-live (created earlier - listing not yet up
149909573779,,,Awaiting OnBuy go-live (created earlier - listing not yet up
149968357419,,,Awaiting OnBuy go-live (created earlier - listing not yet up
150782243086,,,Synced
151043085162,,,Awaiting OnBuy go-live (created earlier - listing not yet up
152187377915,,,Awaiting OnBuy go-live (created earlier - listing not yet up
153526892984,,,Awaiting OnBuy go-live (created earlier - listing not yet up
154349686842,,,Awaiting OnBuy go-live (created earlier - listing not yet up
155509931932,,,Awaiting OnBuy go-live (created earlier - listing not yet up
155752017964,,,Awaiting OnBuy go-live (created earlier - listing not yet up
155757448718,,,Awaiting OnBuy go-live (created earlier - listing not yet up
156617854199,,,Awaiting OnBuy go-live (created earlier - listing not yet up
157663651527,,,Awaiting OnBuy go-live (created earlier - listing not yet up
158105053190,,,Awaiting OnBuy go-live (created earlier - listing not yet up
158371290886,,,Awaiting OnBuy go-live (created earlier - listing not yet up
158430247974,,,Awaiting OnBuy go-live (created earlier - listing not yet up
158826093338,,,Awaiting OnBuy go-live (created earlier - listing not yet up
159273115574,,,Awaiting OnBuy go-live (created earlier - listing not yet up
160720689760,,,Awaiting OnBuy go-live (created earlier - listing not yet up
161088055631,,,Awaiting OnBuy go-live (created earlier - listing not yet up
162940316426,,,Awaiting OnBuy go-live (created earlier - listing not yet up
163108901027,,,Awaiting OnBuy go-live (created earlier - listing not yet up
164660993611,,,Awaiting OnBuy go-live (created earlier - listing not yet up
